"","times","avg"
"V269",268,2.1176312566737
"V270",269,2.12683603017417
"V271",270,2.13602019502181
"V272",271,2.14518365846331
"V273",272,2.15432632968493
"V274",273,2.16344811976289
"V275",274,2.17254894163714
"V276",275,2.18162871011369
"V277",276,2.19068734181418
"V278",277,2.19972475517301
"V279",278,2.20874087041565
"V280",279,2.21773560953502
"V281",280,2.22670889627566
"V282",281,2.23566065609752
"V283",282,2.24459081618945
"V284",283,2.25349930542374
"V285",284,2.26238605433231
"V286",285,2.27125099511097
"V287",286,2.28009406156976
"V288",287,2.2889151891344
"V289",288,2.29771431482543
"V290",289,2.30649137723477
"V291",290,2.31524631651495
"V292",291,2.32397907434328
"V293",292,2.33268959393632
"V294",293,2.34137782000838
"V295",294,2.35004369874856
"V296",295,2.35868717782618
"V297",296,2.36730820634472
"V298",297,2.37590673484462
"V299",298,2.38448271528227
"V300",299,2.39303610101094
"V301",300,2.40156684677036
"V302",301,2.41007490865312
"V303",302,2.4185602441206
"V304",303,2.42702281196298
"V305",304,2.43546257227929
"V306",305,2.44387948648487
"V307",306,2.45227351726315
"V308",307,2.46064462857645
"V309",308,2.46899278564346
"V310",309,2.4773179549138
"V311",310,2.48562010407032
"V312",311,2.49389920199326
"V313",312,2.50215521877804
"V314",313,2.51038812569753
"V315",314,2.51859789518446
"V316",315,2.52678450084211
"V317",316,2.5349479173895
"V318",317,2.54308812066875
"V319",318,2.55120508764055
"V320",319,2.55929879636151
"V321",320,2.56736922597575
"V322",321,2.57541635668597
"V323",322,2.58344016977012
"V324",323,2.59144064754623
"V325",324,2.59941777335376
"V326",325,2.60737153156378
"V327",326,2.61530190753916
"V328",327,2.62320888763863
"V329",328,2.63109245920323
"V330",329,2.63895261054048
"V331",330,2.64678933091168
"V332",331,2.65460261053414
"V333",332,2.66239244052888
"V334",333,2.67015881297485
"V335",334,2.67790172084886
"V336",335,2.68562115800967
"V337",336,2.69331711922786
"V338",337,2.70098960012048
"V339",338,2.70863859717436
"V340",339,2.71626410772856
"V341",340,2.72386612996183
"V342",341,2.73144466289513
"V343",342,2.73899970634138
"V344",343,2.74653126095852
"V345",344,2.75403932819297
"V346",345,2.76152391026333
"V347",346,2.76898501019297
"V348",347,2.77642263175358
"V349",348,2.78383677946299
"V350",349,2.79122745859524
"V351",350,2.79859467516082
"V352",351,2.8059384359102
"V353",352,2.81325874828251
"V354",353,2.82055562046482
"V355",354,2.82782906132276
"V356",355,2.83507908041132
"V357",356,2.8423056879891
"V358",357,2.84950889495483
"V359",358,2.85668871287968
"V360",359,2.86384515398405
"V361",360,2.87097823112787
"V362",361,2.87808795781632
"V363",362,2.88517434816671
"V364",363,2.89223741694657
"V365",364,2.8992771795201
"V366",365,2.90629365184162
"V367",366,2.91328685048003
"V368",367,2.92025679255914
"V369",368,2.92720349578431
"V370",369,2.93412697843977
"V371",370,2.94102725936666
"V372",371,2.94790435796665
"V373",372,2.9547582941639
"V374",373,2.96158908845187
"V375",374,2.96839676183816
"V376",375,2.97518133583714
"V377",376,2.98194283251161
"V378",377,2.98868127440696
"V379",378,2.99539668456658
"V380",379,3.00208908652887
"V381",380,3.00875850431422
"V382",381,3.01540496243274
"V383",382,3.0220284858414
"V384",383,3.02862909999404
"V385",384,3.0352068307925
"V386",385,3.04176170457541
"V387",386,3.04829374814932
"V388",387,3.05480298873249
"V389",388,3.06128945398022
"V390",389,3.06775317197317
"V391",390,3.07419417120662
"V392",391,3.08061248059475
"V393",392,3.08700812943524
"V394",393,3.09338114745604
"V395",394,3.09973156477086
"V396",395,3.10605941186345
"V397",396,3.11236471962135
"V398",397,3.11864751928252
"V399",398,3.12490784246477
"V400",399,3.13114572112841
"V401",400,3.1373611876238
"V402",401,3.14355427463694
"V403",402,3.14972501517359
"V404",403,3.15587344262635
"V405",404,3.16199959070075
"V406",405,3.16810349343286
"V407",406,3.17418518518599
"V408",407,3.18024470062864
"V409",408,3.18628207475796
"V410",409,3.19229734285409
"V411",410,3.19829054052109
"V412",411,3.20426170365789
"V413",412,3.21021086845295
"V414",413,3.21613807138219
"V415",414,3.22204334920703
"V416",415,3.2279267389606
"V417",416,3.2337882779551
"V418",417,3.23962800376591
"V419",418,3.2454459542259
"V420",419,3.25124216743483
"V421",420,3.25701668173495
"V422",421,3.26276953573772
"V423",422,3.26850076827861
"V424",423,3.2742104184493
"V425",424,3.27989852558876
"V426",425,3.28556512922979
"V427",426,3.29121026917477
"V428",427,3.29683398540931
"V429",428,3.30243631815599
"V430",429,3.30801730785001
"V431",430,3.31357699511829
"V432",431,3.31911542084002
"V433",432,3.32463262604673
"V434",433,3.33012865202325
"V435",434,3.33560354020843
"V436",435,3.34105733223268
"V437",436,3.34649006993594
"V438",437,3.35190179530249
"V439",438,3.35729255053203
"V440",439,3.36266237796927
"V441",440,3.36801132015884
"V442",441,3.3733394197962
"V443",442,3.3786467197367
"V444",443,3.38393326302003
"V445",444,3.38919909282894
"V446",445,3.39444425249906
"V447",446,3.39966878552385
"V448",447,3.40487273553516
"V449",448,3.41005614630071
"V450",449,3.41521906173323
"V451",450,3.42036152588172
"V452",451,3.42548358294612
"V453",452,3.43058527721983
"V454",453,3.43566665317276
"V455",454,3.44072775537785
"V456",455,3.44576862851685
"V457",456,3.45078931740849
"V458",457,3.45578986696879
"V459",458,3.46077032223384
"V460",459,3.46573072833891
"V461",460,3.47067113053059
"V462",461,3.47559157417159
"V463",462,3.48049210470251
"V464",463,3.48537276770367
"V465",464,3.49023360881363
"V466",465,3.49507467376227
"V467",466,3.49989600838373
"V468",467,3.50469765858549
"V469",468,3.50947967036457
"V470",469,3.51424208979263
"V471",470,3.51898496302466
"V472",471,3.52370833630357
"V473",472,3.5284122559264
"V474",473,3.5330967682906
"V475",474,3.5377619198229
"V476",475,3.54240775706249
"V477",476,3.54703432658032
"V478",477,3.5516416750115
"V479",478,3.55622984904768
"V480",479,3.56079889544614
"V481",480,3.56534886100665
"V482",481,3.56987979259965
"V483",482,3.57439173712446
"V484",483,3.57888474156261
"V485",484,3.58335885290139
"V486",485,3.5878141182052
"V487",486,3.59225058456247
"V488",487,3.59666829909292
"V489",488,3.60106730896192
"V490",489,3.60544766136411
"V491",490,3.60980940353383
"V492",491,3.61415258273071
"V493",492,3.61847724625747
"V494",493,3.62278344143519
"V495",494,3.62707121562045
"V496",495,3.63134061616837
"V497",496,3.63559169048653
"V498",497,3.63982448596806
"V499",498,3.64403905004793
"V500",499,3.64823543014844
"V501",500,3.65241367373371
"V502",501,3.65657382827881
"V503",502,3.66071594124972
"V504",503,3.66484006015957
"V505",504,3.66894623249531
"V506",505,3.67303450576926
"V507",506,3.67710492748803
"V508",507,3.68115754515025
"V509",508,3.68519240626585
"V510",509,3.68920955832428
"V511",510,3.69320904884053
"V512",511,3.69719092531723
"V513",512,3.70115523523888
"V514",513,3.70510202610357
"V515",514,3.70903134539679
"V516",515,3.7129432405796
"V517",516,3.71683775911786
"V518",517,3.72071494844972
"V519",518,3.72457485600688
"V520",519,3.72841752919666
"V521",520,3.73224301541183
"V522",521,3.73605136203913
"V523",522,3.73984261642448
"V524",523,3.74361682591367
"V525",524,3.7473740378288
"V526",525,3.75111429946066
"V527",526,3.75483765805923
"V528",527,3.75854416089681
"V529",528,3.76223385514859
"V530",529,3.76590678801794
"V531",530,3.76956300664491
"V532",531,3.7732025581518
"V533",532,3.7768254896293
"V534",533,3.78043184813171
"V535",534,3.78402168069814
"V536",535,3.78759503429427
"V537",536,3.79115195587602
"V538",537,3.79469249235633
"V539",538,3.79821669060886
"V540",539,3.80172459746312
"V541",540,3.80521625970577
"V542",541,3.80869172408891
"V543",542,3.81215103730658
"V544",543,3.81559424602941
"V545",544,3.81902139687791
"V546",545,3.82243253641025
"V547",546,3.82582771115336
"V548",547,3.82920696758197
"V549",548,3.83257035213138
"V550",549,3.83591791117676
"V551",550,3.83924969103956
"V552",551,3.84256573800402
"V553",552,3.84586609827648
"V554",553,3.84915081802807
"V555",554,3.85241994337347
"V556",555,3.85567352036634
"V557",556,3.85891159502038
"V558",557,3.86213421327726
"V559",558,3.86534142103431
"V560",559,3.86853326412119
"V561",560,3.87170978830626
"V562",561,3.87487103929281
"V563",562,3.87801706274003
"V564",563,3.88114790424152
"V565",564,3.88426360932868
"V566",565,3.8873642234611
"V567",566,3.89044979204531
"V568",567,3.89352036041403
"V569",568,3.89657597383328
"V570",569,3.89961667752817
"V571",570,3.90264251663531
"V572",571,3.90565353623465
"V573",572,3.90864978133263
"V574",573,3.91163129686704
"V575",574,3.9145981277125
"V576",575,3.91755031864452
"V577",576,3.92048791442154
"V578",577,3.92341095969837
"V579",578,3.92631949906852
"V580",579,3.92921357706135
"V581",580,3.93209323811556
"V582",581,3.93495852660943
"V583",582,3.93780948682465
"V584",583,3.94064616300641
"V585",584,3.94346859931656
"V586",585,3.94627683981276
"V587",586,3.94907092851501
"V588",587,3.95185090934475
"V589",588,3.95461682615046
"V590",589,3.95736872271501
"V591",590,3.96010664273136
"V592",591,3.96283062982649
"V593",592,3.96554072752772
"V594",593,3.9682369793128
"V595",594,3.97091942857182
"V596",595,3.97358811858949
"V597",596,3.97624309260294
"V598",597,3.97888439375188
"V599",598,3.98151206510458
"V600",599,3.98412614964398
"V601",600,3.98672669027394
"V602",601,3.98931372981984
"V603",602,3.99188731101777
"V604",603,3.99444747653147
"V605",604,3.99699426892648
"V606",605,3.9995277306832
"V607",606,4.00204790421546
"V608",607,4.00455483184155
"V609",608,4.00704855581018
"V610",609,4.00952911826964
"V611",610,4.01199656129485
"V612",611,4.01445092686481
"V613",612,4.0168922568732
"V614",613,4.0193205931377
"V615",614,4.02173597738365
"V616",615,4.02413845126319
"V617",616,4.02652805631481
"V618",617,4.02890483401766
"V619",618,4.03126882574021
"V620",619,4.03362007279112
"V621",620,4.0359586163716
"V622",621,4.03828449760153
"V623",622,4.04059775751202
"V624",623,4.04289843704153
"V625",624,4.04518657705634
"V626",625,4.04746221829198
"V627",626,4.04972540144191
"V628",627,4.05197616709454
"V629",628,4.05421455573589
"V630",629,4.05644060778794
"V631",630,4.05865436356191
"V632",631,4.06085586328362
"V633",632,4.06304514710088
"V634",633,4.06522225504786
"V635",634,4.06738722710455
"V636",635,4.06954010312683
"V637",636,4.07168092288844
"V638",637,4.0738097260832
"V639",638,4.07592655228437
"V640",639,4.07803144102371
"V641",640,4.08012443167096
"V642",641,4.08220556359853
"V643",642,4.0842748760254
"V644",643,4.08633240808704
"V645",644,4.08837819884313
"V646",645,4.09041228722314
"V647",646,4.09243471210477
"V648",647,4.09444551223806
"V649",648,4.0964447262984
"V650",649,4.09843239288828
"V651",650,4.10040855048298
"V652",651,4.10237323750995
"V653",652,4.1043264922795
"V654",653,4.10626835300485
"V655",654,4.10819885780749
"V656",655,4.11011804470792
"V657",656,4.11202595165147
"V658",657,4.11392261647068
"V659",658,4.1158080769121
"V660",659,4.11768237064899
"V661",660,4.11954553523348
"V662",661,4.12139760814906
"V663",662,4.12323862678422
"V664",663,4.12506862842193
"V665",664,4.12688765025769
"V666",665,4.12869572937903
"V667",666,4.13049290279584
"V668",667,4.13227920741726
"V669",668,4.13405468004561
"V670",669,4.13581935743548
"V671",670,4.13757327619679
"V672",671,4.13931647289458
"V673",672,4.1410489839769
"V674",673,4.14277084578944
"V675",674,4.14448209459563
"V676",675,4.14618276655451
"V677",676,4.14787289772843
"V678",677,4.14955252409902
"V679",678,4.15122168154373
"V680",679,4.15288040587211
"V681",680,4.1545287327696
"V682",681,4.15616669785539
"V683",682,4.15779433664578
"V684",683,4.15941168455529
"V685",684,4.16101877691588
"V686",685,4.1626156489474
"V687",686,4.16420233578232
"V688",687,4.16577887247498
"V689",688,4.16734529395069
"V690",689,4.16890163509545
"V691",690,4.1704479306682
"V692",691,4.1719842153543
"V693",692,4.17351052374798
"V694",693,4.17502689032169
"V695",694,4.17653334948093
"V696",695,4.1780299355092
"V697",696,4.17951668261014
"V698",697,4.18099362490406
"V699",698,4.1824607963957
"V700",699,4.18391823104528
"V701",700,4.1853659626784
"V702",701,4.18680402505109
"V703",702,4.18823245183486
"V704",703,4.18965127656977
"V705",704,4.19106053273904
"V706",705,4.19246025369955
"V707",706,4.1938504727384
"V708",707,4.19523122304497
"V709",708,4.19660253770508
"V710",709,4.19796444975515
"V711",710,4.19931699209518
"V712",711,4.20066019756698
"V713",712,4.20199409891417
"V714",713,4.20331872876842
"V715",714,4.20463411968664
"V716",715,4.20594030411647
"V717",716,4.20723731442337
"V718",717,4.20852518288575
"V719",718,4.20980394167123
"V720",719,4.21107362290306
"V721",720,4.21233425857329
"V722",721,4.21358588060866
"V723",722,4.21482852084434
"V724",723,4.21606221100239
"V725",724,4.21728698272923
"V726",725,4.21850286756328
"V727",726,4.21970989696661
"V728",727,4.22090810231032
"V729",728,4.22209751486265
"V730",729,4.22327816583833
"V731",730,4.22445008633299
"V732",731,4.22561330736663
"V733",732,4.22676785987369
"V734",733,4.22791377467888
"V735",734,4.22905108253214
"V736",735,4.23017981407364
"V737",736,4.2312999998788
"V738",737,4.23241167042037
"V739",738,4.23351485607495
"V740",739,4.23460958716789
"V741",740,4.23569589390003
"V742",741,4.23677380640746
"V743",742,4.23784335473491
"V744",743,4.23890456882234
"V745",744,4.23995747853279
"V746",745,4.24100211362829
"V747",746,4.24203850379594
"V748",747,4.24306667863027
"V749",748,4.24408666763197
"V750",749,4.24509850024342
"V751",750,4.24610220579213
"V752",751,4.24709781353832
"V753",752,4.24808535265212
"V754",753,4.24906485220101
"V755",754,4.25003634117966
"V756",755,4.25099984847953
"V757",756,4.25195540292016
"V758",757,4.2529030332306
"V759",758,4.25384276804308
"V760",759,4.2547746359418
"V761",760,4.25569866538225
"V762",761,4.25661488477035
"V763",762,4.25752332241742
"V764",763,4.2584240065337
"V765",764,4.25931696525969
"V766",765,4.26020222662877
"V767",766,4.26107981860714
"V768",767,4.26194976906792
"V769",768,4.26281210580173
"V770",769,4.2636668565472
"V771",770,4.26451404891119
"V772",771,4.2653537104539
"V773",772,4.26618586864568
"V774",773,4.26701055084
"V775",774,4.26782778434634
"V776",775,4.26863759636062
"V777",776,4.26944001401553
"V778",777,4.27023506434858
"V779",778,4.2710227743157
"V780",779,4.27180317081782
"V781",780,4.27257628063169
"V782",781,4.2733421304911
"V783",782,4.27410074703116
"V784",783,4.27485215679996
"V785",784,4.27559638626427
"V786",785,4.27633346180709
"V787",786,4.27706340973857
"V788",787,4.2777862562713
"V789",788,4.278502027551
"V790",789,4.27921074964844
"V791",790,4.27991244855539
"V792",791,4.28060715016787
"V793",792,4.28129488031819
"V794",793,4.28197566475331
"V795",794,4.28264952911824
"V796",795,4.28331649899642
"V797",796,4.28397659988782
"V798",797,4.28462985722829
"V799",798,4.28527629633876
"V800",799,4.28591594250775
"V801",800,4.28654882092318
"V802",801,4.2871749566783
"V803",802,4.28779437482385
"V804",803,4.28840710029359
"V805",804,4.28901315797482
"V806",805,4.28961257264748
"V807",806,4.29020536902913
"V808",807,4.2907915717725
"V809",808,4.29137120540715
"V810",809,4.29194429444596
"V811",810,4.29251086327565
"V812",811,4.29307093625215
"V813",812,4.29362453762394
"V814",813,4.29417169156633
"V815",814,4.29471242219112
"V816",815,4.29524675350287
"V817",816,4.29577470945749
"V818",817,4.29629631391614
"V819",818,4.29681159068071
"V820",819,4.2973205634768
"V821",820,4.29782325594235
"V822",821,4.29831969166961
"V823",822,4.29880989414633
"V824",823,4.29929388679816
"V825",824,4.29977169296644
"V826",825,4.30024333592789
"V827",826,4.30070883886583
"V828",827,4.30116822490966
"V829",828,4.3016215171016
"V830",829,4.30206873843042
"V831",830,4.30250991179015
"V832",831,4.3029450600214
"V833",832,4.30337420588605
"V834",833,4.30379737206256
"V835",834,4.3042145811704
"V836",835,4.30462585573548
"V837",836,4.30503121822339
"V838",837,4.30543069102607
"V839",838,4.3058242964565
"V840",839,4.30621205677009
"V841",840,4.3065939941452
"V842",841,4.30697013069411
"V843",842,4.30734048846328
"V844",843,4.30770508941149
"V845",844,4.30806395543447
"V846",845,4.30841710834374
"V847",846,4.30876456988922
"V848",847,4.30910636174874
"V849",848,4.30944250552973
"V850",849,4.30977302278353
"V851",850,4.31009793497429
"V852",851,4.3104172635149
"V853",852,4.31073102973973
"V854",853,4.31103925490807
"V855",854,4.31134196021324
"V856",855,4.31163916677448
"V857",856,4.31193089564703
"V858",857,4.3122171678162
"V859",858,4.31249800419604
"V860",859,4.31277342564546
"V861",860,4.31304345293802
"V862",861,4.31330810679936
"V863",862,4.31356740788037
"V864",863,4.3138213767587
"V865",864,4.31407003394598
"V866",865,4.31431339988027
"V867",866,4.31455149493988
"V868",867,4.31478433943117
"V869",868,4.31501195359544
"V870",869,4.31523435761895
"V871",870,4.31545157160654
"V872",871,4.31566361561513
"V873",872,4.31587050963257
"V874",873,4.31607227356589
"V875",874,4.31626892726068
"V876",875,4.31646049049674
"V877",876,4.31664698298771
"V878",877,4.31682842439016
"V879",878,4.31700483428473
"V880",879,4.31717623220742
"V881",880,4.31734263760863
"V882",881,4.31750406989009
"V883",882,4.3176605483894
"V884",883,4.31781209236736
"V885",884,4.31795872102891
"V886",885,4.31810045350733
"V887",886,4.31823730887751
"V888",887,4.31836930615237
"V889",888,4.31849646427463
"V890",889,4.31861880214145
"V891",890,4.31873633857157
"V892",891,4.31884909233222
"V893",892,4.31895708213198
"V894",893,4.31906032659967
"V895",894,4.31915884431403
"V896",895,4.31925265377573
"V897",896,4.31934177343982
"V898",897,4.31942622169567
"V899",898,4.31950601686701
"V900",899,4.31958117723425
"V901",900,4.31965172099553
"V902",901,4.31971766630995
"V903",902,4.31977903125964
"V904",903,4.31983583387054
"V905",904,4.31988809210519
"V906",905,4.31993582385993
"V907",906,4.31997904698291
"V908",907,4.32001777925354
"V909",908,4.32005203840212
"V910",909,4.32008184209452
"V911",910,4.32010720793816
"V912",911,4.32012815348733
"V913",912,4.32014469623227
"V914",913,4.32015685360429
"V915",914,4.32016464296889
"V916",915,4.32016808163934
"V917",916,4.32016718686133
"V918",917,4.32016197583678
"V919",918,4.3201524657037
"V920",919,4.32013867354732
"V921",920,4.32012061639351
"V922",921,4.32009831121091
"V923",922,4.32007177491762
"V924",923,4.32004102435552
"V925",924,4.32000607632319
"V926",925,4.31996694755687
"V927",926,4.3199236547297
"V928",927,4.31987621447697
"V929",928,4.31982464335856
"V930",929,4.3197689579029
"V931",930,4.31970917455728
"V932",931,4.31964530973445
"V933",932,4.31957737978548
"V934",933,4.31950540099498
"V935",934,4.31942938960173
"V936",935,4.31934936177934
"V937",936,4.31926533365397
"V938",937,4.31917732129596
"V939",938,4.31908534072018
"V940",939,4.31898940789843
"V941",940,4.31888953873304
"V942",941,4.31878574908808
"V943",942,4.31867805476481
"V944",943,4.31856647151043
"V945",944,4.3184510150134
"V946",945,4.31833170090954
"V947",946,4.31820854478597
"V948",947,4.31808156217148
"V949",948,4.31795076855107
"V950",949,4.31781617935472
"V951",950,4.31767780995943
"V952",951,4.31753567568886
"V953",952,4.31738979182066
"V954",953,4.31724017356782
"V955",954,4.31708683609815
"V956",955,4.31692979452054
"V957",956,4.31676906389364
"V958",957,4.3166046592342
"V959",958,4.31643659549552
"V960",959,4.31626488759648
"V961",960,4.31608955039049
"V962",961,4.31591059869188
"V963",962,4.3157280472585
"V964",963,4.31554191079372
"V965",964,4.31535220395356
"V966",965,4.3151589413356
"V967",966,4.31496213749535
"V968",967,4.31476180693685
"V969",968,4.3145579641145
"V970",969,4.3143506234393
"V971",970,4.31413979926553
"V972",971,4.31392550590735
"V973",972,4.31370775762249
"V974",973,4.31348656861843
"V975",974,4.31326195305217
"V976",975,4.31303392503174
"V977",976,4.31280249861607
"V978",977,4.31256768782074
"V979",978,4.31232950661336
"V980",979,4.31208796891268
"V981",980,4.31184308858845
"V982",981,4.31159487946639
"V983",982,4.31134335532597
"V984",983,4.3110885298887
"V985",984,4.31083041683201
"V986",985,4.31056902978954
"V987",986,4.31030438233718
"V988",987,4.31003648801758
"V989",988,4.30976536031858
"V990",989,4.30949101269434
"V991",990,4.30921345853615
"V992",991,4.30893271120254
"V993",992,4.30864878400417
"V994",993,4.30836169019315
"V995",994,4.3080714429843
"V996",995,4.30777805553994
