k12,k21,k13,k31,k1,kout
0.00264508867745639,0.00273793791457737,0.00351250071826762,0.000211874484823354,0.000718712124031648,0.00141243588058342
0.00378880920113621,0.00202169016431643,0.00425185657840858,0.000217349301678518,0.00049570504422819,0.00178598283718283
0.00371813977877829,0.00236835406747448,0.00400815349938278,0.000241178959057631,0.000703141191149214,0.00221144528200731
0.00366840789932514,0.00213650281486993,0.00545894904994535,0.000262558009675674,0.000618392555542611,0.00253159954389828
0.00311962260751354,0.00239139989951334,0.00603948305716883,0.000204114084172237,0.00063955479520814,0.00180811857471479
0.00288240486553134,0.00242721027120664,0.0038518121077382,0.000246956578614925,0.00053487607458159,0.00184349460025205
0.00376146666840884,0.0014456654255421,0.0033392022772916,0.000244959558985755,0.000822599206515109,0.00167613048531921
0.00393242501246229,0.00269444542595789,0.00290424941669324,0.000232298932573645,0.000587697662587986,0.00209907090107812
0.00354520489788867,0.00148034507865151,0.00355261763953178,0.00020334981590273,0.000479703003824268,0.00191084061685427
0.0025950495761707,0.00245076316083603,0.00371671041733642,0.000259692627712946,0.000698529731851768,0.00199987709590032
0.0038991853237116,0.00210944937142623,0.00341082311383873,0.000247305866811634,0.000775544885914482,0.00260094991530439
0.00239477864396671,0.00197880383646769,0.00422347892700215,0.000248519871739673,0.00088273051946429,0.00161135099149936
0.0030745256196576,0.00293540339951499,0.00324671206716917,0.000227431329429054,0.000624350267314231,0.00174941487439267
0.00257255356469395,0.00227351187666921,0.00349195618718914,0.00022661047426271,0.000555039348668444,0.00206440008277768
0.0035065024196116,0.00333321133767933,0.00357257903265027,0.000221606127053864,0.000796435868410888,0.00204326472124055
0.00360539619645423,0.00220080355590137,0.00292572547979566,0.000223358118147955,0.000555498634402193,0.00227984845584088
0.00373115201991696,0.00309791890628074,0.00303804097069633,0.000200800528319028,0.000560015325715176,0.00210502379430375
0.00317294645029439,0.00155268925481363,0.00417897515352893,0.000225878445284742,0.000809967671470061,0.00223843479815391
0.00395455851232032,0.00278251616072896,0.00421403303984144,0.000258987829296198,0.000757770136694365,0.00230496016236816
0.00320421367265431,0.00266130561676542,0.00395872935055933,0.000232067477017775,0.00065150342157689,0.0025911780199127
0.00291688442835365,0.00296323617921474,0.00381310303493845,0.000244274549129609,0.000660700770901503,0.00231260396679497
0.00362705154143638,0.00159980615260884,0.00378141065924951,0.000205751461753624,0.000822674203404672,0.00228087207664932
0.00296768159633766,0.00261022548584985,0.0040764565079121,0.000222519158414751,0.000805964243628866,0.00186311108682021
0.00315035511168515,0.0019973236455382,0.00390920723460888,0.000246128851803289,0.000703629646519799,0.00150497472416182
0.00470254728051871,0.00233645281843473,0.00372044758713204,0.000225514028195339,0.000630232388055214,0.00156225483486263
0.00270939267163836,0.00197977045604923,0.00406272670421491,0.000218697542991714,0.000760251633049559,0.0018957647708801
0.00261319210141015,0.00231462850612682,0.00340898769302256,0.000208499683669974,0.000545051609490424,0.0019604410038282
0.00308631819559667,0.00399604280462897,0.00326519726613699,0.000257124090166619,0.000727432174692413,0.00176762283471147
0.00484210181861393,0.00150587174679292,0.00348929551830488,0.000216762058606768,0.000757429522269624,0.00216284495064644
0.00272379071968488,0.00266207252488864,0.00327215952107316,0.000217295819434734,0.00070448682136616,0.0020377629263689
0.00254589467688585,0.00261551937248191,0.00684176000216462,0.000251906082459451,0.000632176163004091,0.00209445656400763
0.00332241947888063,0.00193411470020926,0.00424607161728125,0.000277283876765522,0.000480053093925079,0.00176815613779295
0.00280489390325448,0.00438070837193526,0.00312168456419745,0.000237181475106277,0.000793844037690907,0.00216026028778277
0.00265991974693969,0.00215429749130651,0.0041599690820574,0.000234714002772105,0.000671082153151815,0.00221843322692929
0.00351564619232962,0.00216856750684061,0.00363693637444154,0.000235860813460433,0.000842271094785054,0.00184530286267793
0.00358929589652503,0.00228407474366199,0.00374671219576284,0.000233854549260472,0.000557867657688511,0.00241043206776382
0.00312310818665981,0.00281526805589049,0.00384950791923588,0.000253010559220455,0.000592989551915107,0.00153504119798361
0.00243608923636138,0.00199162604665287,0.0035974922880395,0.000212759905116579,0.000636177615562367,0.00265449908456645
0.00330017506085138,0.00312295988116636,0.00379381001677755,0.000263421647580338,0.000722700548347339,0.00219870792364741
0.00309093390741803,0.00225705972377434,0.00341799390540888,0.000235262550471721,0.000645044572380385,0.00220879081447741
0.00335439786367041,0.00285957507207408,0.00330771082122679,0.000244480348698065,0.00115554051530714,0.00189568378525652
0.00269312517028341,0.00294523179876833,0.00365927540131912,0.000230604268174328,0.00061985794894356,0.00166960759392192
0.00291293202570495,0.00249675070469803,0.00309510134439478,0.000254184695576607,0.000639192526104567,0.00270767091354803
0.00514421168079325,0.00222643324289683,0.00449027018838077,0.000235186903014352,0.000752394725529886,0.00173732687588515
0.00350286908058441,0.00215212736395852,0.00330293272362338,0.000231272428450867,0.00111005251651641,0.00223856753886249
0.00300195194565028,0.00169746024745541,0.00346588607634276,0.000244245688186046,0.000632706183771344,0.00152878837919791
0.0027225876174989,0.00373034930968712,0.00292622346761384,0.000223386862426959,0.000580190999451645,0.00247040925188406
0.0035685902852377,0.00251424739827557,0.00682204892894382,0.000227385340814043,0.000674704636548201,0.00204840132513773
0.00288921809478718,0.00250319178018355,0.00386587647071674,0.000205093229607633,0.00069950761858583,0.00254870471227882
0.00295734041007634,0.00184829237091858,0.0034922393820388,0.000244679402369543,0.000691699153810641,0.0020900354394748
0.00394215524450327,0.00212699313889325,0.0035359631931249,0.000251467193620643,0.000710264199800304,0.00237185940470941
0.00256614926118788,0.00294370141090814,0.00322293111737429,0.000266645590514778,0.000635206547464013,0.00175013200193862
0.00232878827919719,0.00246750806530406,0.00359747005337126,0.000235628880989921,0.000664050676051364,0.00245311920517158
0.003072713679826,0.00200467235223425,0.00360256148098619,0.000267974791214419,0.000635385013974681,0.00254574283262019
0.00222793055378559,0.00222594815050297,0.00423758442340127,0.000212166845375158,0.000606190150573708,0.00186445751397161
0.0038150373505817,0.00178559480863429,0.0039317237883907,0.000242122539499293,0.000801856253143203,0.00192203129661066
0.00419404121638834,0.00235107731947871,0.00380331965119646,0.000207502314403481,0.000567587285703505,0.00208289064677184
0.00261243048366373,0.00257482614544952,0.00247695266369035,0.000212815009096217,0.00070132466894049,0.00206397545421153
0.00198030732254514,0.00246317308904593,0.0042477282357464,0.000214255580244245,0.000561900172613616,0.00237710582415117
0.00372960482637013,0.00260074300947032,0.003445197330783,0.000280528187266709,0.000511109820739446,0.00181620283620979
0.00375470733742211,0.00179586392864859,0.00371504582669545,0.000246582908370221,0.000887753919620856,0.00204663379915767
0.00351833334448606,0.00198569719411899,0.00347777093484543,0.000216114871822167,0.000676591632015455,0.00235308492841956
0.00323449796247603,0.00185993265545407,0.00324549317102014,0.000238291969600264,0.000675408332196857,0.00217285084412768
0.00282889231837401,0.00305607388436768,0.00370963159060923,0.000246836893782889,0.000805523541958273,0.00333265653639786
0.00288782153805125,0.00207381944153307,0.00457326887301684,0.000230433125259518,0.000555069213826295,0.00244541547587296
0.00389079960185877,0.00180508323230095,0.0055227192690282,0.000235335760351773,0.000476540550277248,0.00207034255792907
0.00353288803015011,0.00183139516711836,0.00398741067367938,0.000243731828719389,0.000660990207628402,0.00224644049335031
0.00307048333771892,0.00263153223078665,0.00320312551401774,0.000211036105529638,0.000685375045359728,0.00208258472541568
0.00336603028659789,0.00203861120812104,0.00316726979133011,0.000239867078494227,0.000884730768733448,0.00300476794706298
0.00291413403582552,0.00249532057829913,0.00538099578275108,0.000232372458581526,0.000758247784122073,0.00189236494506569
0.00329672171880279,0.00143587302890503,0.00331602341766491,0.000244111190046489,0.000759085991726648,0.00172121246088894
0.00289732956849265,0.00192583583480785,0.00504358207246536,0.000218267212498854,0.000674314888591065,0.00172352963165284
0.00245301248125554,0.00218159371311815,0.00387802146806957,0.000233385885832263,0.000835813285598666,0.00236260808549114
0.00318521778910158,0.00224227009883313,0.00331036379395858,0.000238849493803874,0.000867208187500467,0.00196895887149145
0.00289480184180424,0.00225587549766627,0.00359573523886635,0.000208717334926591,0.000636766204622302,0.0025270190993583
0.00529192589838098,0.00211450236283453,0.00338827548164978,0.000250121792452947,0.000598405523721263,0.00161717492235477
0.00348508000004011,0.0029011895311295,0.003488888859576,0.000199902377188761,0.00115891217581381,0.00163366788068343
0.00356558699302625,0.00291006376639447,0.00362616918703545,0.000253335947485705,0.000552978287878221,0.00210986809758323
0.00281361689603386,0.0066359410704802,0.00436702067212353,0.000220788101253412,0.000869855665854577,0.00211492558690258
0.00294388234995923,0.00222021980556442,0.00330318968322897,0.00022738894485339,0.000627203264276969,0.00196606712066369
0.00377710688408327,0.00231595534705989,0.00350643322821045,0.000238701880436742,0.000608217625669252,0.00188541838152266
0.00369097583124093,0.00301672247814364,0.00365387091899817,0.000226850781172599,0.000767250132425508,0.00227051821683982
0.0033601663983715,0.0018733408948168,0.00480086821473359,0.000225911120861015,0.000673256769500805,0.00197591552959483
0.0027865430862356,0.00176555188901416,0.0031712196144402,0.000249850100487593,0.000594186294493804,0.00190148070884351
0.0036479201774702,0.00197732331095566,0.00401437929415058,0.000222013877953564,0.000878090831738524,0.00187033242792377
0.00271803485190015,0.00206124389664431,0.00348567918271668,0.000215497953248117,0.000663400754185169,0.00174999246662469
0.00288987035183708,0.00182066423040036,0.00320217193868831,0.000188255731375339,0.00074050451289398,0.00171159666989193
0.0026133908006001,0.00198142196462429,0.00322841272564751,0.000260709464282781,0.000689610299347655,0.00170605649241563
0.00228878108402324,0.00239246693366855,0.00396731005830592,0.00022752048013589,0.000690013611592868,0.00179952026307286
0.0027932549208131,0.00204389805427155,0.00332811233638036,0.000255809750669196,0.000560568236644981,0.00272671441296958
0.00409181427223753,0.00234051770169813,0.00414354722805902,0.000224329511798348,0.000695435416542231,0.00200653967907504
0.002745375545219,0.00217307424958563,0.0038900539225155,0.000233775487911046,0.000873605668703994,0.00170012991685546
0.00264661715757431,0.00300381398410493,0.0031288316520727,0.00023459178868706,0.000683615559947407,0.00200424812817641
0.00306915675931866,0.00192603695638615,0.00391883536453078,0.000220783143031085,0.000909637075183544,0.00180123136106183
0.00303939543364928,0.00337756847908894,0.00336464686091359,0.000203576484842829,0.000625876672636172,0.0024526021698571
0.00353563592679593,0.00290556840761703,0.00324281182094806,0.000246173417238465,0.00090578559042078,0.00280534988306354
0.003362228242493,0.00165813453501429,0.00424972297619932,0.000260028500746721,0.000816596843517147,0.00180040268133561
0.00291102010713017,0.00253304792322948,0.00392597469907658,0.000202158199814863,0.00072330758154357,0.0023462634155411
0.0039231284149556,0.00207571638975193,0.00435377453764848,0.000274394763480845,0.00101960512650855,0.00240217434378052
0.00317118476969359,0.00216552144191101,0.003099609122396,0.000208470483468631,0.00101622024780884,0.00304105300081107
0.00279713416666447,0.00239835872857448,0.00286395932212799,0.000243167618093069,0.000878417604913907,0.0014875605318293
0.00252327412606114,0.00230182842812622,0.00430766403998839,0.000222399790188629,0.000841164999521743,0.00227564113212025
0.00372488547115239,0.00218748880594777,0.0034944518540997,0.000207658837570296,0.000588895050660257,0.00215027924744329
0.00309952703303903,0.00210956455299076,0.00343135148716792,0.000267325052143974,0.000752839357091183,0.00221724395283697
0.00287053577111476,0.00209600783250312,0.00324629720948522,0.000208758012689386,0.000616850042996012,0.00236089551756468
0.00274828455111222,0.00207022574590312,0.00343452364575563,0.000216256783051222,0.000773840036123103,0.00204823878150758
0.00351203404942008,0.00157279440825653,0.00410195254402718,0.000219738158850565,0.00055479008963289,0.00190051664555171
0.00331704380999417,0.00475158550337994,0.00340155443899561,0.000223489980625371,0.000558492704985792,0.00185422155550811
0.0035224038226114,0.00231607096366241,0.00266901557439626,0.000221147711899383,0.000674027691830015,0.00212371989634717
0.00211265693585104,0.00192558747305049,0.00303783376461346,0.000228698634408114,0.000721910306879533,0.00275753813962363
0.00245120240434657,0.00186739861557179,0.00384387822348283,0.00024275395492845,0.000636002010413761,0.00220450159616031
0.00384619545284356,0.00215497075760152,0.00383109088689936,0.000241251218677897,0.000749172635789455,0.00179540524757577
0.00323762604378169,0.00108317889436643,0.0042676930238113,0.00022211410856796,0.000878071681532171,0.00219018811560301
0.003062411639608,0.00180874875449715,0.00288539594038648,0.000274472141238268,0.000747670028727441,0.0024613000543827
0.0038380823862079,0.00259481124363684,0.00297503158944084,0.000234267747539231,0.000623558062672718,0.00250433557489409
0.00327480409427941,0.00267770704368208,0.00356545634427702,0.000223307991106507,0.000710441320499625,0.00241695518602725
0.00325951497914697,0.0020324681038955,0.0040868673881131,0.000211090684165608,0.000613750933772277,0.0022667008803273
0.00311792690021489,0.0052318986447092,0.00436650626102638,0.000264348394007899,0.000692486663014164,0.00199919469251027
0.00313341033415581,0.00231216609688145,0.00409135904592358,0.00020202396900247,0.000603733453095518,0.00205677832500508
0.00251721979097685,0.00244327784177037,0.00345086174985257,0.000213677975858683,0.000691237639345461,0.00282842516539074
0.00389707429390311,0.00313905480930311,0.00364950210191559,0.000200815433718715,0.000611557097291046,0.00226331262488721
0.0023995070876,0.00292749725373154,0.00360423361082351,0.000256527020021788,0.000568177857937295,0.0022242693456623
0.00344256249215091,0.00213535495172401,0.003678482657794,0.000216161034025768,0.000535549230886681,0.00205881088165838
0.00318336154541572,0.00176673182557996,0.00399806867094338,0.000253299299946784,0.001213314612713,0.00214793661093817
0.00269912874263094,0.00378910196288034,0.00363924515378199,0.000215071960278117,0.00089422097639356,0.00171692128512085
0.00257002368883644,0.0026281138676031,0.00370687354644947,0.000229512000453278,0.000745451040108194,0.00178851054811403
0.00256478274329282,0.00249990017842285,0.00323012325271141,0.000253877526830083,0.000543635961109337,0.0022579766301837
0.00476690325478589,0.00227411492509062,0.00445755819144491,0.000232423236045945,0.000802843385909601,0.00293018056150376
0.00399875059848404,0.00286437623425473,0.00381515235678085,0.00024114214043103,0.000692485232723512,0.00182935073897899
0.00326539029725385,0.00333986958607281,0.00447648392518797,0.000224424559234881,0.000753377136387133,0.00251027075150741
0.0032314469801773,0.00224151826328842,0.00381953177269435,0.000233356049307151,0.00107331424995938,0.00152465319992171
0.00286528954388518,0.00130153206029614,0.00532030732811767,0.000230888883670861,0.000864724368520882,0.00246063991368329
0.00325124927426178,0.00277845062667819,0.00308078405871167,0.000228894984601622,0.000659876906792143,0.00235429744634962
0.00258202496338051,0.00250783318552458,0.0034633369446863,0.000226706130120003,0.00100898531516019,0.00187598427093191
0.00261631294790265,0.00227416370228586,0.00303033361978086,0.000211865038316123,0.000741660838579415,0.00223227394755786
0.00403849287145696,0.00183797680438824,0.0038656016437099,0.000199164596922351,0.000780526908143824,0.00202786664390815
0.00298997198150191,0.00147349340786828,0.00376808118188366,0.000262200436152044,0.000938072656425669,0.00214167961240517
0.00348278763445803,0.00240471051197603,0.00292629214718057,0.000233457108670418,0.000923288591311555,0.00182763788429146
0.00284873167055703,0.00248312703945143,0.00353094685071819,0.000268459567553337,0.000706846617296376,0.00205316703473706
0.00269476542174029,0.00181662882601201,0.00482375536677691,0.00024553088160138,0.00053845416631335,0.00169145651784571
0.00285631171758633,0.0024713961907183,0.0031642207693525,0.000252531869410097,0.000693041192104686,0.00194550917744736
0.0034243540260802,0.00157444020441208,0.00358928165086655,0.000229373874698514,0.000711522653706043,0.00281314004392354
0.00305648082678226,0.00300276553797369,0.00281219710841223,0.000207755180780661,0.00071800358525917,0.0017430790732415
0.00405270690121278,0.00301527727632907,0.00336977494377087,0.000249564869067064,0.000673794545769196,0.00214010596597304
0.00296827783119935,0.00276637295603953,0.00342539824471426,0.000204528144163737,0.000689879698921924,0.00178854555717709
0.00231635237246377,0.00215183191127878,0.00437328727299287,0.000183799815538988,0.000702493175396976,0.00201023928551033
0.00370715967032866,0.00250686086202919,0.00314818509731269,0.000217103732195486,0.000599431850559218,0.00218324132809024
0.00336137608769555,0.00248100955674597,0.00383571890785939,0.000211901255869043,0.000805336330304566,0.00214502152267291
0.0029327195693717,0.00234884898974769,0.00419545061451949,0.000224719564507173,0.000695753479743659,0.00226517073393428
0.0037091489358767,0.0026645282969764,0.00296224617471419,0.000237313880636674,0.000722891805416094,0.00262044656225482
0.00448643069362799,0.00388564468156007,0.00299197181469412,0.000222696692100096,0.000646840320692018,0.00172241786368212
0.00348583033938619,0.00159216255357641,0.00389285859494731,0.000197046059022906,0.000910820505520178,0.00178730329509264
0.00269195474967871,0.00253676865675789,0.00376255629521886,0.000261448272383447,0.000603982979155816,0.0020028418978322
0.00323638433758257,0.00212947601363198,0.00461780749393778,0.000232931741538534,0.000758139595530388,0.00180683709356635
0.00279730794376562,0.00199737577271283,0.00345419652870058,0.000201832544380489,0.00124942883353151,0.0019640510231659
0.00414094223957839,0.00180408468720839,0.00372483373090372,0.00024073978992022,0.000460623993396029,0.00178448366926211
0.00302523729812704,0.0019492528390324,0.00456222144169125,0.000211999041960476,0.000820589895196512,0.00316776322468671
0.00427874361085389,0.00294394425630356,0.00502352779984726,0.000214489311802334,0.00071484185957506,0.0019705847055149
0.00355804045670038,0.00260428576198732,0.00270403481310814,0.000224128898695016,0.000585177064582353,0.00190035088175859
0.00422429593062533,0.00134655167741856,0.00247816302062618,0.000222372639780358,0.000859961173611816,0.00267107811056825
0.00385290789366342,0.00248541313167646,0.00436930741812309,0.00023233682626124,0.000800696565944147,0.00173753801434981
0.00350510452943644,0.00304536158704012,0.0028691197732801,0.000256110154099262,0.00100439391854183,0.00192560357771232
0.00229389760452721,0.00255038102079627,0.00417031989831562,0.000186123155116485,0.000564409667997412,0.00139774470467382
0.00479663116287725,0.0021154584341611,0.00339062436587723,0.00027175891122641,0.000697104734839019,0.00228453027638217
0.00229287625034063,0.0028663422093508,0.00313144183240487,0.000221988865871774,0.000533476154428796,0.00231083249099333
0.00266513077276263,0.00268250496368404,0.00553525072930997,0.000220678199017733,0.000597055843680307,0.00226978246865211
0.00286471246113763,0.00187552448866753,0.00307908049523719,0.000255901926808965,0.00100945606778925,0.00208998859457847
0.00256330378134917,0.00248427159039752,0.00356359302653146,0.000236728038832845,0.000503431229547747,0.0020031446972375
0.00369412159185045,0.00229350157662037,0.00401498822510335,0.000256257433189776,0.000676481760096532,0.00191114484611894
0.00240113107566901,0.00294548876025839,0.00457108084388101,0.000209679249176642,0.000570038925651854,0.00248001256831212
0.0043181312395185,0.0023223369321454,0.00438364281104069,0.000224230603463044,0.000868777590284722,0.00198353052957377
0.00275057997514839,0.00293379389525292,0.00323906050738431,0.000222415521573562,0.000739029845472426,0.00176977996191858
0.00302490974524775,0.00283620767902072,0.00332064573746412,0.000233136887772711,0.000528308840608063,0.00180615703949875
0.00354705753337601,0.00215597192610668,0.00356862125593231,0.000226635535194289,0.000583000007032928,0.00136292235993701
0.00303323883782672,0.00233195189548043,0.00285883383060047,0.000219750192668921,0.000549733209916574,0.00191523549495544
0.00317413909964028,0.00214284382045487,0.00441966019026385,0.000237279747015741,0.000713339754924921,0.00245821188205514
0.00325212203514623,0.00313884385126799,0.00355638844741896,0.000189506539955691,0.000571191474057068,0.0017518570801933
0.00332561410652854,0.00302045939131746,0.00342698013545036,0.00023825323565064,0.000599739249206269,0.00180912572716417
0.00285028822616895,0.00175507674302435,0.00367377733525176,0.000235103724998671,0.000571706763095766,0.00269838760621213
0.00408545398472983,0.00371927590901665,0.00563036461455357,0.000222607660169777,0.000600363158033763,0.00219154161112993
0.00411644553068416,0.00290361606714491,0.00278066782632771,0.000272697143004858,0.000454027659674695,0.00207372888739947
0.00271501134316016,0.002623621431231,0.00426386256947224,0.000272290262456613,0.000688144396077124,0.00246130236073944
0.0028400866180392,0.00173179007642656,0.00332150080274704,0.000207326647839407,0.000518234646766844,0.00167599104744709
0.00243742416520185,0.00285438149607861,0.00389753194279497,0.00026848736235,0.000543772552264945,0.00245149290955151
0.00327854908470492,0.00209118087846725,0.00352612195952247,0.000211153251279049,0.000657826589814961,0.00185682031551997
0.00278993090725412,0.00286901236441741,0.00360167189761166,0.000197816644095088,0.000985623984723577,0.00197950358760429
0.00300428403806489,0.00411347628214907,0.00364576143882501,0.000234851261215474,0.000622964855793889,0.00208643736946635
0.00287105342423166,0.0030845046938401,0.00356886565264133,0.000205263739311376,0.000674492202979886,0.00227131304463771
0.00307059213084212,0.00189209870528148,0.00462930396388339,0.000262547044507829,0.000735924045533125,0.00189577092537059
0.00352916047122074,0.00192504751901828,0.00411058779713106,0.000203358055673158,0.000727853764262877,0.00217101872515468
0.00461069738357884,0.00299341963244053,0.00525960832146061,0.000267184981182884,0.000873492487161296,0.00204135801521897
0.0028188273660839,0.00227893473664995,0.00461854664691631,0.000247637129594979,0.000523940454936157,0.00218259704235622
0.00320874531116163,0.00171595686744751,0.00343767429724898,0.000252120113221395,0.000770582287509498,0.0019707450033729
0.00257491276171774,0.00419072974573911,0.00422661507574156,0.000216097077866945,0.000987264043895878,0.00221917010206933
0.00355035530715064,0.0016972759345301,0.00495404212829604,0.000219868448584655,0.000627833093511787,0.00155387538807004
0.00219925502676877,0.00284782321728411,0.00398770210471914,0.000254301390583856,0.000592567336189344,0.00170389209212485
0.0028410848190681,0.00249741413238587,0.00393610553097783,0.000221993701577785,0.000974188981807303,0.00213089679616126
0.00412692307766855,0.00249158616531573,0.00326922531202748,0.000229999793490514,0.000683979978246287,0.00216984629512123
0.00276698386142395,0.0019489153559952,0.0039834948715355,0.000200069748829837,0.000574038743045393,0.00159093019811662
0.00334351562391456,0.00213647799416815,0.00400869266755141,0.000256762712742337,0.000804458816611294,0.00182937533493256
0.0045269982087829,0.00181970058744971,0.00312567299317025,0.000245103218004528,0.000575719930039691,0.00228957560596985
0.00381599795280853,0.003533770275199,0.00408843786509256,0.000239659364813087,0.000485533270705651,0.00201007102469534
0.004938680575654,0.00298050081636051,0.00352240211401606,0.000188943461366315,0.000761205537211723,0.00213951933531291
0.00245140481322539,0.00298481789059579,0.0028257038145142,0.000236755437641495,0.000746162323116013,0.00203448610753391
0.00427459007567761,0.00250993787609318,0.00274844214611406,0.000219142991083503,0.000615945929987897,0.00174660685110504
0.00345033746855936,0.00201515425757896,0.00419152392072769,0.000249265562204464,0.000805939198400664,0.00179280817191974
0.00340173406530031,0.00290393122930281,0.0060959572878342,0.000231654543649908,0.000664624522927898,0.00201029092732095
0.00309767979296616,0.00244759466124645,0.00310424847870087,0.000193942215970296,0.000690033777973209,0.002283163215265
0.00276517740305317,0.00260990656654286,0.0028405222908668,0.000193510980370169,0.000683022754596375,0.00168973532825096
0.00247037820568257,0.00221078744262524,0.00370645461240047,0.00024893775618036,0.000720979629263821,0.00172621680368358
0.00221493257287692,0.00250349882558837,0.00354773255798867,0.00025536692962911,0.00064222440557472,0.00202594356854728
0.00278261137643985,0.0028920405809678,0.00305844058338325,0.000209242527061244,0.000532561290791759,0.00162788428648159
0.00395162022193027,0.00260384963636789,0.00492442259385336,0.000220254430336449,0.000802234674247417,0.00204131128650104
0.00351391483514397,0.0021462829832046,0.00363796825343218,0.000270758645026007,0.000720805231254918,0.00172065231895064
0.00475629338638097,0.00211505006165135,0.00444787988770988,0.00024501371878477,0.00118236763185893,0.00271138170749543
0.00343994571363683,0.00205231798009476,0.00401618412595061,0.000263372068410443,0.000776766714951184,0.00269176196978227
0.00258416105897693,0.00281874644639949,0.00351721169711119,0.000224142981973244,0.000762385557932269,0.00165654368370115
0.00356383477887445,0.00205297299580644,0.00456590412461758,0.000257687998838578,0.000773033226096057,0.00142153113671892
0.00322640023778729,0.00202202519638379,0.00308970413660929,0.000225372781647028,0.000840560250250736,0.0016344957580772
0.0029540446360778,0.00193374457847064,0.00458265516324333,0.000218783407926851,0.000628286774411022,0.00156617496269511
0.00326257757207275,0.00221555556648654,0.00303171760297879,0.000225003719045146,0.000543691182044355,0.00166232894872914
0.00282858671146506,0.00195358072050347,0.0042962384365481,0.000218136342073404,0.000743400891083919,0.00155528550286899
0.00227928043849844,0.00193443061832432,0.0032279489245749,0.000217703427344188,0.000782596589501416,0.00206770917514684
0.00329776800400079,0.00190015131716611,0.00320733537552031,0.000214494039590259,0.00056455031427359,0.00178724312777345
0.00264978154534423,0.00178219082004695,0.00349291810331158,0.000271571258330989,0.000911418157518561,0.00179792162582989
0.00364524057746784,0.00277489469874126,0.00394183064186554,0.000218394447350191,0.000769882856735371,0.0020643010788899
0.00244921149085798,0.00175417395944887,0.00345728162659955,0.000252890450972476,0.000708685810223636,0.00199370129842492
