,VP,VP2,VP3,Cl,Q2,Q3,kout,k12,k21,k13,k31
32,15.6747644,10.89106188,198.1957932,0.019461843,0.040212001,0.037170943,0.001241604,0.002565397,0.003692202,0.002371388,0.000187547
33,9.226408324,20.51561833,223.2297889,0.020395933,0.038846901,0.036135007,0.002210604,0.004210403,0.001893528,0.003916476,0.000161874
34,19.58860579,5.631814455,102.276082,0.01708997,0.04875647,0.071511908,0.000872444,0.002489022,0.008657329,0.003650689,0.000699205
35,12.76580581,38.01862839,178.5937657,0.014178813,0.037156218,0.034257344,0.001110687,0.002910605,0.000977316,0.002683524,0.000191817
36,53.98527843,18.0954545,211.0029594,0.031079655,0.117161694,0.05433107,0.000575706,0.002170253,0.006474648,0.001006405,0.00025749
37,7.951719127,45.65171281,237.1590103,0.035315851,0.017160667,0.023939523,0.004441285,0.002158108,0.000375904,0.00301061,0.000100943
38,11.27813583,48.81494501,152.3487852,0.027641798,0.028492558,0.038692698,0.002450919,0.002526354,0.000583685,0.003430771,0.000253974
39,10.15333211,4.957790387,159.5518407,0.028944617,0.039732469,0.060760655,0.00285075,0.003913244,0.008014149,0.005984307,0.000380821
40,5.394094937,11.22660684,157.1355227,0.022201658,0.01914425,0.044031837,0.004115919,0.003549113,0.001705257,0.00816297,0.000280216
41,9.605536972,10.51800102,181.246094,0.02343646,0.102708539,0.026534807,0.002439891,0.010692639,0.009765025,0.002762449,0.000146402
42,8.174267898,11.3858768,171.3386118,0.01225501,0.065730711,0.023854341,0.001499218,0.008041174,0.005773004,0.002918224,0.000139223
43,2.812184425,16.21361591,130.3072129,0.034631745,0.076716925,0.019079534,0.012314891,0.02728019,0.004731636,0.006784596,0.00014642
44,16.05470946,42.1242957,143.5000161,0.019878165,0.024243158,0.040904432,0.001238152,0.001510034,0.000575515,0.002547815,0.000285048
45,16.63683228,3.814191813,187.8441476,0.012177799,0.049963329,0.06194225,0.000731978,0.003003176,0.013099322,0.0037232,0.000329753
46,13.43456317,7.89714159,182.6881627,0.020301766,0.054062276,0.064465721,0.001511159,0.004024119,0.006845803,0.004798498,0.000352873
47,8.511513128,27.47995357,159.9424307,0.027857958,0.041468445,0.040648982,0.003272974,0.004872042,0.001509043,0.004775765,0.000254148
48,29.59523012,59.28252326,227.0456841,0.020870029,0.072983634,0.025188509,0.000705182,0.002466061,0.001231116,0.0008511,0.00011094
49,12.75615492,41.40133756,174.8003553,0.031989194,0.077520434,0.059395918,0.002507746,0.0060771,0.001872414,0.004656256,0.000339793
50,9.065309839,22.98240667,195.2571697,0.013630986,0.057908854,0.027193159,0.001503643,0.006387962,0.002519704,0.002999694,0.000139268
51,14.14389547,25.89439951,224.7883931,0.023800868,0.112273533,0.034525937,0.001682766,0.00793795,0.004335823,0.002441049,0.000153593
52,15.76872579,8.438051635,154.3800582,0.01628457,0.023094881,0.04991311,0.001032713,0.0014646,0.002736992,0.003165323,0.000323313
53,19.10806725,13.58541308,245.1305133,0.024565558,0.061288769,0.034050095,0.001285612,0.003207481,0.004511366,0.001781975,0.000138906
54,9.657130669,27.13045172,191.8949838,0.025173382,0.039201187,0.057101758,0.002606714,0.0040593,0.001444915,0.005912911,0.000297568
55,14.41013285,17.55387058,204.1360881,0.014092762,0.034170882,0.052394222,0.000977976,0.002371309,0.00194663,0.003635929,0.000256663
56,17.54508167,35.11171585,165.9256653,0.016994402,0.015825861,0.033622912,0.000968613,0.000902011,0.000450729,0.001916373,0.000202638
57,15.61244275,4.286004386,159.1455575,0.041324179,0.121771087,0.032091044,0.002646875,0.007799618,0.02841133,0.002055479,0.000201646
58,4.765531042,20.848526,129.3292963,0.031748283,0.025603847,0.032081376,0.006662066,0.005372716,0.001228089,0.006731963,0.00024806
59,11.5157114,25.91570347,175.4081892,0.012114077,0.005397043,0.020420624,0.001051961,0.000468668,0.000208254,0.001773284,0.000116418
60,9.125740665,32.19227208,162.1343764,0.02398749,0.013734273,0.039505559,0.002628553,0.001505004,0.000426633,0.004329025,0.000243659
61,7.129549678,26.64538624,118.5388557,0.017031631,0.027045525,0.049268155,0.002388879,0.003793441,0.001015017,0.006910416,0.000415629
62,16.13670205,17.61867719,159.4461526,0.016088471,0.049470961,0.038021663,0.000997011,0.003065742,0.00280787,0.002356223,0.000238461
63,20.43757718,5.835946173,153.2578393,0.029336077,0.044983587,0.031965124,0.001435399,0.002201023,0.00770802,0.001564037,0.000208571
64,7.23082472,30.29066699,169.2149474,0.018046903,0.015191005,0.024290337,0.002495829,0.002100867,0.000501508,0.003359276,0.000143547
65,3.150139589,31.66190256,221.0755223,0.0215799,0.053554639,0.042397151,0.006850458,0.017000719,0.001691454,0.013458817,0.000191777
66,19.73604983,21.26932571,197.0760438,0.0177728,0.0560608,0.015765182,0.000900525,0.002840528,0.002635758,0.000798801,8.00E-05
67,5.264952146,25.59143121,217.5031464,0.021243774,0.016183874,0.037194245,0.004034942,0.003073888,0.000632394,0.007064498,0.000171006
68,6.691025031,9.370700875,140.1446287,0.012463115,0.102936189,0.09691299,0.001862662,0.015384218,0.010984898,0.014484027,0.000691521
69,9.813513436,21.8952042,134.6321583,0.022576477,0.110079868,0.040469151,0.00230055,0.011217172,0.005027579,0.004123819,0.000300591
70,19.20977794,24.16556191,159.2866313,0.021145632,0.022923078,0.053844726,0.001100774,0.001193303,0.000948585,0.002802985,0.000338037
71,9.761158495,13.90902217,154.9532963,0.017373137,0.016994951,0.029378633,0.001779823,0.001741079,0.001221865,0.003009749,0.000189597
72,7.736991521,24.81256334,143.9871217,0.02459586,0.030229784,0.041176281,0.003178995,0.003907176,0.001218326,0.005322002,0.000285972
73,16.65056381,10.7468743,159.3829788,0.02861105,0.049562621,0.031172208,0.001718323,0.002976633,0.004611817,0.001872141,0.000195581
74,17.22358784,16.39694016,139.5304344,0.024629218,0.02960553,0.041911821,0.00142997,0.001718894,0.001805552,0.002433397,0.000300378
75,27.58566153,15.0842839,102.1090711,0.021767573,0.014221103,0.022697462,0.00078909,0.000515525,0.000942776,0.000822799,0.000222286
76,10.70586904,69.03685387,241.4930525,0.022238615,0.039179102,0.02210265,0.002077236,0.003659591,0.00056751,0.002064536,9.15E-05
77,17.78174193,5.069214891,186.29189,0.01627182,0.018652837,0.021880612,0.000915086,0.001048988,0.00367963,0.00123051,0.000117453
78,6.917659147,10.87905093,123.4741567,0.011641841,0.032746491,0.031978649,0.001682916,0.004733753,0.00301005,0.004622756,0.000258991
79,12.2367936,22.72629827,203.352935,0.019099785,0.066743587,0.053206874,0.001560849,0.005454336,0.002936844,0.004348106,0.000261648
80,13.37245451,13.73603087,179.9193264,0.022279054,0.03800991,0.057056892,0.001666041,0.002842403,0.002767168,0.004266748,0.000317125
81,5.112998804,27.76004696,139.9970121,0.021136655,0.050071587,0.023082271,0.004133906,0.009792998,0.001803728,0.004514429,0.000164877
82,7.882064367,6.529289014,224.7950401,0.016762349,0.021901235,0.043135133,0.002126644,0.002778617,0.003354306,0.005472568,0.000191886
83,6.877714904,61.35178858,227.4206679,0.023430689,0.025812333,0.053483027,0.003406755,0.003753039,0.000420727,0.007776279,0.000235172
84,8.404389621,26.19036947,216.5706649,0.041181798,0.027878532,0.0363056,0.004900034,0.003317139,0.001064457,0.004319838,0.000167639
85,11.06873577,8.558830854,146.3937182,0.028964684,0.031493948,0.058174932,0.002616801,0.002845307,0.003679702,0.005255788,0.000397387
86,9.580277607,15.96825037,200.4571074,0.019318356,0.034404979,0.03329371,0.002016471,0.00359123,0.002154587,0.003475234,0.000166089
87,9.285159808,15.31830381,141.3974303,0.022647237,0.02716031,0.054069672,0.002439079,0.002925131,0.001773062,0.005823235,0.000382395
88,11.73551193,35.15067042,192.8904532,0.022072404,0.011129243,0.018675838,0.001880822,0.000948339,0.000316615,0.001591395,9.68E-05
89,5.735773883,6.432568059,182.2323496,0.032036328,0.030200701,0.027441299,0.005585354,0.005265323,0.004694968,0.004784236,0.000150584
90,45.66037308,95.84778995,302.0083232,0.022571705,0.033328535,0.024163911,0.000494339,0.000729923,0.000347724,0.00052921,8.00E-05
91,12.51965186,10.61671089,241.0754977,0.037333627,0.04227922,0.05569405,0.002982002,0.003377028,0.003982328,0.00444853,0.000231023
92,6.118316043,15.58802138,184.5866072,0.023656247,0.034309673,0.033279606,0.003866464,0.005607699,0.002201028,0.005439341,0.000180293
93,27.15347437,14.46263753,200.1894018,0.031101365,0.026401718,0.036757058,0.001145392,0.000972315,0.001825512,0.001353678,0.000183611
94,21.85331695,8.546845594,126.4473381,0.035689667,0.034524934,0.038561675,0.001633146,0.001579849,0.004039494,0.001764569,0.000304962
95,10.37585058,105.8986692,296.5886001,0.016519085,0.051793253,0.02485923,0.00159207,0.004991711,0.000489083,0.002395874,8.38E-05
96,20.80736804,29.71726838,147.6173304,0.019838878,0.018844359,0.037038849,0.000953454,0.000905658,0.000634122,0.001780083,0.000250911
97,4.612388184,6.645354017,117.3247056,0.017303684,0.043053832,0.02926865,0.003751567,0.00933439,0.006478787,0.006345661,0.000249467
98,21.96687788,7.029326396,131.1169401,0.026026563,0.095658646,0.066478362,0.001184809,0.004354676,0.013608508,0.0030263,0.000507016
99,10.9393332,12.51758795,120.6569241,0.020483571,0.018274856,0.06688176,0.00187247,0.001670564,0.001459934,0.006113879,0.000554313
100,7.786409945,16.15455177,103.7707229,0.014258153,0.021062287,0.036685801,0.001831159,0.002705006,0.001303799,0.004711517,0.000353527
101,8.855777352,3.67470531,160.0639199,0.01630864,0.088473947,0.073754844,0.001841582,0.009990534,0.024076474,0.008328444,0.000460784
102,5.336616511,5.41412249,130.4115354,0.040202296,0.023083921,0.030533349,0.007533293,0.004325572,0.004263649,0.005721481,0.000234131
103,5.687075381,22.98716914,205.213291,0.015567341,0.048193949,0.040866422,0.002737319,0.008474294,0.002096559,0.007185841,0.000199141
104,13.55415836,43.95244836,221.1763009,0.033438976,0.021706374,0.056173267,0.002467064,0.001601455,0.00049386,0.004144357,0.000253975
105,37.59683707,15.21256229,95.92665766,0.019642081,0.022305686,0.052069414,0.00052244,0.000593286,0.001466268,0.001384941,0.000542804
106,8.532044449,14.63287822,207.3206854,0.032471727,0.023049972,0.046830603,0.003805855,0.002701577,0.001575218,0.00548879,0.000225885
107,10.73207898,4.085399891,167.9342139,0.01474509,0.211107322,0.026490793,0.001373927,0.019670683,0.0516736,0.002468375,0.000157745
108,8.62755354,8.54971086,212.2489156,0.023196085,0.038674408,0.027310956,0.002688605,0.004482662,0.004523476,0.00316555,0.000128674
109,9.280173756,17.72684045,138.1033273,0.030130265,0.126925152,0.039670325,0.003246735,0.013677023,0.007160055,0.004274739,0.000287251
110,5.825700465,9.433368165,124.0856225,0.015144854,0.022659868,0.033434623,0.002599662,0.003889638,0.002402097,0.005739159,0.000269448
111,11.25632381,16.74793393,170.2472058,0.02296272,0.013496664,0.030551953,0.002039984,0.001199029,0.00080587,0.002714203,0.000179456
112,6.539913415,19.7572927,187.7530322,0.014112667,0.050298741,0.02125823,0.002157929,0.007691041,0.002545832,0.003250537,0.000113224
113,17.89489016,4.231484798,182.91665,0.016874106,0.020716623,0.045372668,0.000942957,0.001157684,0.004895828,0.00253551,0.000248051
114,9.372402884,7.145364511,156.9446692,0.014762513,0.024536451,0.043398955,0.001575104,0.002617947,0.003433898,0.004630505,0.000276524
115,16.50851594,21.99160402,217.6511385,0.030521986,0.028079611,0.030194482,0.001848863,0.001700917,0.001276833,0.001829025,0.000138729
116,8.629057975,19.41111763,204.5231275,0.026074857,0.022432543,0.046865473,0.00302175,0.002599651,0.001155654,0.005431123,0.000229145
117,3.098830505,14.63271633,233.3073418,0.015853222,0.036117118,0.062715643,0.005115872,0.01165508,0.002468244,0.020238488,0.000268811
118,1.602782328,22.18906773,161.2941381,0.021436433,0.022100511,0.025058141,0.013374513,0.013788841,0.000996009,0.015634151,0.000155357
119,2.700017955,14.8631034,125.3872804,0.012263427,0.018778741,0.044885742,0.00454198,0.006955043,0.001263447,0.016624238,0.000357977
120,12.91586699,16.03481372,236.0597631,0.02525051,0.024394875,0.037624241,0.001954999,0.001888752,0.001521369,0.002913025,0.000159384
121,20.75958427,11.89190405,177.7060484,0.044136503,0.050793321,0.05472743,0.002126078,0.002446741,0.004271252,0.002636249,0.000307966
122,8.098140772,18.3758846,145.5813219,0.01527673,0.047194037,0.043004603,0.001886449,0.005827762,0.002568259,0.005310429,0.000295399
123,5.316569887,24.62477752,181.557355,0.016555106,0.027016267,0.034004077,0.00311387,0.005081522,0.001097117,0.006395868,0.000187291
124,18.95008194,17.45791876,221.2631371,0.020122292,0.050200611,0.037222887,0.001061858,0.002649097,0.002875521,0.00196426,0.000168229
125,8.535257015,17.59990894,107.1609669,0.016121547,0.015957461,0.049932542,0.001888818,0.001869593,0.000906679,0.005850151,0.000465958
126,19.24247679,23.53810118,150.0123252,0.02704803,0.074130137,0.067489067,0.001405642,0.003852422,0.003149368,0.003507296,0.00044989
127,9.595141917,201.4968584,155.0471013,0.015670499,0.06587371,0.066322943,0.00163317,0.006865319,0.000326922,0.006912138,0.00042776
128,14.32754453,19.32690574,204.9941825,0.026903185,0.070518635,0.044653703,0.001877725,0.004921893,0.003648729,0.003116633,0.000217829
129,4.991694489,30.86865982,113.3772312,0.029073503,0.032636208,0.026985972,0.005824375,0.006538102,0.00105726,0.005406175,0.000238019
130,9.625138148,22.31368209,144.4045414,0.019147766,0.01714891,0.026731082,0.00198935,0.001781679,0.000768538,0.002777215,0.000185112
131,8.239513631,13.8705846,226.134423,0.02031812,0.015888698,0.05962018,0.002465937,0.001928354,0.001145496,0.007235886,0.000263649
132,10.99102371,5.128392058,215.7757018,0.034756263,0.014239578,0.026031851,0.003162241,0.001295564,0.002776617,0.002368465,0.000120643
133,9.013928092,36.65932,130.8965607,0.023614442,0.052991335,0.028126266,0.002619773,0.005878828,0.001445508,0.003120312,0.000214874
134,3.110971632,8.970992937,164.9048041,0.051858833,0.022653808,0.034267706,0.016669658,0.007281908,0.002525229,0.011015114,0.000207803
135,8.882757527,14.21794727,151.8522135,0.03151393,0.051505908,0.031888286,0.003547764,0.005798414,0.003622598,0.003589908,0.000209996
136,19.58147095,22.23002636,187.9953197,0.022071508,0.018848077,0.036287487,0.001127163,0.000962547,0.000847866,0.001853154,0.000193023
137,20.73299035,31.49553717,139.1422055,0.012636258,0.022983375,0.028609694,0.000609476,0.001108541,0.000729734,0.001379912,0.000205615
138,18.41962373,13.96175047,220.4177586,0.024226866,0.04527107,0.029780384,0.001315275,0.002457763,0.003242507,0.001616775,0.000135109
139,8.45244584,47.02694178,145.4275323,0.017939099,0.106033874,0.028709042,0.002122356,0.012544756,0.002254747,0.003396537,0.000197411
140,36.55052706,26.78198641,155.9599311,0.033860111,0.010072742,0.042538977,0.000926392,0.000275584,0.000376101,0.00116384,0.000272756
141,6.35662184,18.55935329,199.3759559,0.015883542,0.050694429,0.043874645,0.00249874,0.007975058,0.002731476,0.006902195,0.00022006
142,15.6526795,75.77760049,138.9996983,0.015765233,0.019583471,0.022076392,0.001007191,0.001251126,0.000258434,0.001410391,0.000158823
143,7.87742736,21.69937217,272.6039768,0.021055937,0.031203904,0.034900166,0.002672946,0.00396118,0.00143801,0.004430401,0.000128025
144,4.898888379,10.08274324,183.2648341,0.03265753,0.087168341,0.038616922,0.006666314,0.017793494,0.0086453,0.007882793,0.000210716
145,7.299885499,14.18437508,182.6175811,0.021032334,0.075562279,0.025415278,0.002881187,0.010351159,0.005327149,0.003481599,0.000139172
146,8.284072356,3.489765536,159.7045876,0.020037511,0.046262276,0.019907403,0.0024188,0.005584485,0.013256557,0.002403094,0.000124651
147,8.99813436,11.83415558,190.125924,0.032813767,0.030060698,0.031321897,0.00364673,0.00334077,0.002540164,0.003480932,0.000164743
148,5.496018713,17.35483249,132.4811794,0.02372988,0.056452621,0.029103805,0.004317649,0.010271548,0.003252847,0.005295434,0.000219683
149,11.15826828,11.08540541,133.7976425,0.024335594,0.024438124,0.053208737,0.002180947,0.002190136,0.002204531,0.004768548,0.000397681
150,5.918957955,8.152438157,199.8237569,0.017477033,0.02836732,0.033725724,0.002952721,0.004792621,0.003479612,0.005697916,0.000168777
151,7.237874773,12.97492565,155.8955548,0.033858942,0.018386125,0.028543243,0.004678023,0.002540266,0.001417051,0.003943594,0.000183092
152,14.70775803,41.92833568,185.1146044,0.019867257,0.049355432,0.038117577,0.001350801,0.003355741,0.001177138,0.002591665,0.000205913
153,10.06554515,21.11651941,182.6286604,0.025400593,0.083733713,0.027646664,0.002523519,0.008318845,0.003965318,0.002746663,0.000151382
154,8.951140873,11.78244475,174.8988365,0.018623385,0.085458242,0.03463466,0.00208056,0.00954719,0.007253014,0.003869301,0.000198027
155,7.871350338,19.99037462,178.5139196,0.038053874,0.044495953,0.048924792,0.004834479,0.0056529,0.002225869,0.006215553,0.000274067
156,10.84533377,21.15671176,106.2787415,0.04587715,0.016323868,0.041945757,0.004230128,0.001505151,0.000771569,0.003867632,0.000394677
157,6.457476683,10.52630398,197.5612014,0.01213509,0.042954018,0.034303301,0.001879231,0.006651827,0.004080636,0.005312183,0.000173634
158,8.37549664,19.54776605,193.3608828,0.030044654,0.042779927,0.038512259,0.003587209,0.005107748,0.002188482,0.004598206,0.000199173
159,9.768236456,5.482675809,208.1596455,0.01919307,0.033564877,0.065949136,0.001964845,0.003436125,0.006121988,0.006751386,0.00031682
160,6.690727736,10.99901999,170.49465,0.026534816,0.015441724,0.030605223,0.003965909,0.002307929,0.001403918,0.004574274,0.000179508
161,27.34343903,11.26990602,176.6593983,0.015314607,0.036784457,0.045379875,0.000560083,0.001345275,0.003263954,0.001659626,0.000256878
162,17.69348648,5.75368461,129.6894449,0.031487302,0.076342123,0.032124949,0.001779599,0.004314702,0.013268388,0.001815637,0.000247707
163,33.06483378,22.53874455,123.2375037,0.014747557,0.026221653,0.056579275,0.000446019,0.000793037,0.001163403,0.001711162,0.000459108
164,9.319002811,7.341253225,116.9122288,0.011716569,0.030286138,0.035842732,0.001257277,0.003249933,0.004125472,0.003846198,0.000306578
165,5.599358435,12.36325914,119.6223683,0.020098761,0.016043491,0.037268796,0.003589476,0.002865237,0.001297675,0.006655905,0.000311554
166,6.61032179,22.51575333,118.6461791,0.016566648,0.038137359,0.033513816,0.002506179,0.005769365,0.001693808,0.005069922,0.000282469
167,6.641127367,29.22434006,170.6602665,0.024802622,0.024108707,0.044785298,0.003734701,0.003630213,0.000824953,0.006743629,0.000262424
168,39.10472344,25.41287054,221.024931,0.018873977,0.019384513,0.037641214,0.000482652,0.000495708,0.000762783,0.000962575,0.000170303
169,3.034849389,12.79961897,166.6052015,0.024814709,0.018684778,0.026001889,0.008176587,0.00615674,0.001459792,0.008567769,0.000156069
170,9.639524745,14.85709956,159.2253629,0.01945332,0.131265979,0.016712812,0.002018079,0.013617474,0.008835236,0.00173378,0.000104963
171,16.04049709,67.25656207,192.3419999,0.03147718,0.043928669,0.034638189,0.001962357,0.00273861,0.000653151,0.002159421,0.000180086
172,9.500152111,15.22316252,185.0808505,0.021813924,0.046434086,0.033028334,0.002296166,0.00488772,0.003050226,0.003476611,0.000178454
173,9.580606064,10.30178392,131.8748138,0.029518218,0.060928433,0.040241393,0.003081039,0.006359559,0.005914358,0.004200297,0.000305148
174,29.14784848,4.275340622,142.6858834,0.02841762,0.019822292,0.027319081,0.000974947,0.00068006,0.004636424,0.000937259,0.000191463
175,4.933132907,9.755125019,169.5089095,0.034411603,0.083143908,0.035574765,0.006975608,0.01685418,0.0085231,0.007211394,0.00020987
176,8.146815274,20.61106357,136.8515728,0.015698648,0.020234103,0.042362356,0.001926967,0.002483683,0.000981711,0.005199867,0.00030955
177,19.5074294,32.48964037,199.3578235,0.030346183,0.035121468,0.044082249,0.001555622,0.001800415,0.001081005,0.002259767,0.000221121
178,5.264926959,9.962153801,140.1593779,0.02291385,0.037575704,0.026629355,0.004352169,0.007136985,0.003771845,0.005057877,0.000189993
179,8.957680363,42.2392749,124.9356547,0.014777189,0.15788415,0.048389869,0.001649667,0.017625562,0.003737852,0.005402054,0.000387318
180,3.931095605,53.52088931,191.1456402,0.016827286,0.055655499,0.031207506,0.004280559,0.014157758,0.001039884,0.007938628,0.000163266
181,26.88070943,5.304172389,125.4910591,0.026965174,0.023168066,0.030360631,0.001003142,0.000861884,0.004367895,0.001129458,0.000241935
182,20.29370773,7.666420925,124.9448317,0.023611537,0.031238049,0.032711427,0.001163491,0.001539297,0.004074659,0.0016119,0.000261807
183,7.458433308,7.851992574,150.6153994,0.026900417,0.056014212,0.023649475,0.003606712,0.007510185,0.007133758,0.003170837,0.000157019
184,9.024464142,15.95011264,123.2852621,0.015157748,0.034396551,0.04291173,0.001679629,0.003811479,0.002156508,0.004755045,0.000348069
185,7.11652383,20.82527671,168.1996313,0.023442465,0.039535516,0.031818406,0.003294089,0.005555453,0.001898439,0.00447106,0.00018917
186,6.963010055,34.46340841,228.5860127,0.016868348,0.041011043,0.049842397,0.002422566,0.005889844,0.001189988,0.007158168,0.000218047
187,13.74762071,7.120262232,148.3665909,0.033847932,0.021585673,0.047077214,0.002462094,0.001570139,0.003031584,0.00342439,0.000317303
188,12.00383874,22.4506254,105.0037424,0.027822282,0.043133626,0.055301297,0.002317782,0.003593319,0.001921266,0.004606968,0.00052666
189,4.684934188,10.53158521,147.3601286,0.026564934,0.013996067,0.030797863,0.00567029,0.002987463,0.001328961,0.006573809,0.000208997
190,8.373796111,30.54030973,176.1279453,0.023122805,0.048039844,0.02974148,0.002761329,0.005736926,0.001572998,0.003551732,0.000168863
191,4.437389271,4.831690326,174.8691912,0.014277936,0.014036556,0.047701002,0.003217643,0.003163246,0.002905103,0.01074979,0.000272781
192,8.44218456,62.25321841,142.9042447,0.015721643,0.028196499,0.051122595,0.001862272,0.003339953,0.000452932,0.006055612,0.00035774
193,9.605951072,10.21262934,202.4672646,0.017415435,0.015876621,0.047589212,0.001812984,0.00165279,0.001554607,0.004954138,0.000235046
194,14.83424115,17.2810968,108.1284528,0.025024457,0.03316599,0.030843546,0.001686939,0.002235773,0.001919206,0.002079213,0.000285249
195,7.826215671,8.762144871,191.5256323,0.039123388,0.048451894,0.056728976,0.004999017,0.006190974,0.005529684,0.007248583,0.000296195
196,18.32857823,7.732293212,229.3157838,0.017026191,0.026128922,0.052504827,0.000928942,0.001425584,0.003379194,0.002864643,0.000228963
197,7.238989287,6.438074452,226.2182978,0.019527185,0.008782226,0.04987032,0.002697502,0.001213184,0.001364108,0.006889128,0.000220452
198,30.71781343,7.110297842,163.8358131,0.008456512,0.048177283,0.031800289,0.000275297,0.001568383,0.006775705,0.001035239,0.000194099
199,10.57427112,11.35609058,181.6395295,0.031776017,0.033992975,0.042605083,0.003005031,0.003214687,0.00299337,0.004029127,0.000234558
200,15.09971973,14.12771639,215.3243101,0.027791883,0.019538434,0.054067314,0.001840556,0.00129396,0.001382986,0.003580683,0.000251097
201,7.229256652,7.102650904,155.9270338,0.023359799,0.016011766,0.041556854,0.003231286,0.002214856,0.002254337,0.005748427,0.000266515
202,6.644049607,9.282125477,201.0512559,0.027370082,0.038649306,0.047257681,0.004119488,0.005817131,0.004163842,0.007112783,0.000235053
203,18.19058806,9.09162237,204.6755069,0.03807725,0.044326725,0.053563036,0.002093239,0.002436794,0.004875557,0.002944547,0.000261697
204,11.42716915,32.63084648,188.9861452,0.021352801,0.045627554,0.025474516,0.001868599,0.003992901,0.001398295,0.002229294,0.000134796
